id,source,sourceEquipment
d4e323f1b4974e948adbdd2b467cacfc,otomoto,"{""Audio i multimedia"":[""Radio"",""Zestaw głośnomówiący"",""System nawigacji satelitarnej""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
3aabd85e126db39851845eb822a80b7b,otomoto,"{""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Klimatyzacja dla pasażerów z tyłu"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kontrola odległości z tyłu (przy parkowaniu)"",""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Ogranicznik prędkości"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Filtr cząstek stałych"",""Felgi aluminiowe 16""],""Bezpieczeństwo"":[""ABS"",""Isofix (punkty mocowania fotelika dziecięcego)""]}"
e673e7d1b6e7ea295a8ea6e4ec689d60,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Kierownica skórzana"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Kamera parkowania tył"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
9f8bbeee9bd8f4b43b34748f06e21bf2,otomoto,"{""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
3ad8b6b0357938b6f071b264fde262c5,otomoto,{}
e7ba7bfed37844e98dbd35537443938b,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
6c9edcd51c6a95f13c16219a772edaf7,otomoto,"{""Komfort i dodatki"":[""Tapicerka materiałowa""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy""]}"
bfa10111e2cbfabef39916446edfc6fc,otomoto,"{""Audio i multimedia"":[""Radio"",""System nawigacji satelitarnej""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kamera parkowania tył""]}"
62fb60370b50cd76db2743a7dd5cad68,otomoto,"{""Komfort i dodatki"":[""Tapicerka materiałowa""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy""]}"
97c8e3006b8274c37ae1f5ba71a33a8b,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
ae35b45a17f09d727cc4884e7d2e9aab,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja automatyczna, dwustrefowa"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Tempomat""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
ff27d60af1e05591ff8a1ee7bbb5c90b,otomoto,{}
576a86b31b77600c927b25120e258f49,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący"",""System nawigacji satelitarnej"",""System nagłośnienia""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Podgrzewane lusterka boczne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Filtr cząstek stałych""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
b068b307961314c2f71577790be120ff,otomoto,{}
b2dca6143eae718d5a8eb17f7f222abe,otomoto,{}
e72fb91babd1b8f5d809636cc00569ed,otomoto,{}
fa2130231645bd807700cca2e713fc29,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Czujnik deszczu"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Czujnik zmierzchu"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Kurtyny powietrzne - przód"",""Boczne poduszki powietrzne - przód""]}"
67046b202c72e114ba4affcd5265f9d1,otomoto,"{""Audio i multimedia"":[""Radio"",""Gniazdo USB"",""System nagłośnienia""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Kontrola trakcji"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Opony letnie"",""Zawieszenie komfortowe""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy""]}"
739da7b8acde6fcf603c5ce0582fa5a8,otomoto,"{""Audio i multimedia"":[""Radio"",""Zestaw głośnomówiący"",""Ekran dotykowy""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podgrzewany fotel kierowcy"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kamera parkowania tył"",""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
06e6c1f4ec670f77b56d321dd331be89,otomoto,{}
45bdc731395abcbc56137377737ec445,otomoto,"{""Komfort i dodatki"":[""Tapicerka materiałowa"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
3a9f0132eb75f1afbb149ff4510d7c00,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
7db0e79365f8b88b3440b84a6a4284b5,otomoto,{}
d0f50575cdc4593c85044cc9ab81186e,otomoto,"{""Audio i multimedia"":[""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Filtr cząstek stałych""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
df763531280a3a447b3ce17854107df0,otomoto,"{""Audio i multimedia"":[""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica wielofunkcyjna"",""Czujnik deszczu"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kontrola odległości z tyłu (przy parkowaniu)"",""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Ogranicznik prędkości"",""Kontrola trakcji"",""Czujnik zmierzchu"",""Światła do jazdy dziennej"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Filtr cząstek stałych"",""Zawieszenie komfortowe""]}"
b605d3c7241d1bd1901bc9080fddba7a,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
b88233820128813bbbf1694ec7412c26,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja automatyczna, dwustrefowa"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Lusterka boczne ustawiane elektrycznie"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna pasażera"",""Poduszka powietrzna centralna""]}"
2344c2157dcc328b6854c586f0a03b75,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
41caaf8cceeb2ea3da61fc4a9746a6f4,otomoto,"{""Audio i multimedia"":[""Radio"",""Gniazdo USB""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Poduszka kolan kierowcy"",""Kurtyny powietrzne - przód""]}"
1ef029740f214bdd79b1576c2e837bb6,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Czujnik deszczu"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Czujnik zmierzchu"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi aluminiowe 16""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Kurtyny powietrzne - przód"",""Boczne poduszki powietrzne - przód""]}"
989c782929afab93343d7c2183f4f75d,otomoto,{}
99c92487439ea173f4c31e29250fb472,otomoto,"{""Audio i multimedia"":[""Apple CarPlay"",""Android Auto""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Podłokietniki - przód"",""Przyciemniane tylne szyby"",""Wycieraczki""]}"
8e985b702bec024e663ab085318d6c91,otomoto,{}
7e6cc6edebb165e63c8d32f742b48a51,otomoto,{}
fc6137c9b5b4142134ad7142b195111c,otomoto,"{""Audio i multimedia"":[""Apple CarPlay"",""Android Auto"",""Interfejs Bluetooth"",""Radio"",""Ekran dotykowy""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Kierownica skórzana""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Ogranicznik prędkości"",""Kontrola trakcji"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""Isofix (punkty mocowania fotelika dziecięcego)""]}"
aff2f5784c9c2545f17cd882d8d7ca90,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB"",""System nagłośnienia"",""Ekran dotykowy""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podgrzewany fotel kierowcy"",""Podgrzewany fotel pasażera"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Ogrzewanie postojowe"",""Czujnik deszczu"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Park Assistant - asystent parkowania"",""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Czujnik zmierzchu"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi aluminiowe 16"",""Opony wielosezonowe""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Kurtyny powietrzne - przód"",""Boczne poduszki powietrzne - przód""]}"
e6ca8b5727e8cf86e9c8c420b6f30e05,otomoto,"{""Audio i multimedia"":[""Radio"",""Zestaw głośnomówiący"",""System nawigacji satelitarnej"",""System nagłośnienia"",""Ekran dotykowy""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podgrzewany fotel kierowcy"",""Podgrzewany fotel pasażera"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Kurtyny powietrzne - przód"",""Boczne poduszki powietrzne - przód""]}"
903a74ce0fdbddcdb4570203756ca3b6,otomoto,{}
02b90d51ca9c13611049bf87231edf92,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB"",""System nawigacji satelitarnej"",""System nagłośnienia""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podgrzewany fotel kierowcy"",""Podgrzewany fotel pasażera"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Dźwignia zmiany biegów wykończona skórą"",""Czujnik deszczu"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kontrola odległości z tyłu (przy parkowaniu)"",""Kamera parkowania tył"",""Lusterka boczne ustawiane elektrycznie"",""Ogranicznik prędkości"",""Kontrola trakcji"",""Czujnik zmierzchu"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Zawieszenie komfortowe""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Elektroniczny system rozdziału siły hamowania"",""System wspomagania hamowania"",""Asystent hamowania awaryjnego w mieście"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Kurtyny powietrzne - przód"",""Boczna poduszka powietrzna kierowcy"",""Boczne poduszki powietrzne - przód"",""Kurtyny powietrzne - tył"",""Boczne poduszki powietrzne - tył"",""Isofix (punkty mocowania fotelika dziecięcego)""]}"
35d40c1d482960c49a673eeccbf5a751,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
a73e1a3f24fba481630b5ec456d2c901,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
58098800819920962f2bc23d3c71f8cf,otomoto,"{""Audio i multimedia"":[""Gniazdo USB""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Klimatyzacja dla pasażerów z tyłu""]}"
8879a2c73a2881aa1c23f6bf6a7eca5a,otomoto,"{""Komfort i dodatki"":[""Klimatyzacja manualna""]}"
1f46813684ee460406dd01491e3b59b9,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi stalowe"",""Opony zimowe""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
1dc9e6171de149016aa4e459b41660c9,otomoto,"{""Audio i multimedia"":[""Radio"",""Zestaw głośnomówiący"",""Gniazdo USB""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Cyfrowy kluczyk""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
4dda2599adf2421aec325b1b32fbaafb,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
1bb6eb36595aa36b02fdcbcbead6dca6,otomoto,"{""Komfort i dodatki"":[""Tapicerka materiałowa""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy""]}"
8002290b6d734c46e2a1105318a75d90,otomoto,{}
3722ddd2120ac66e0eaebea926d5f2e1,otomoto,{}
f83443e79299ff282ef8a7bf24f57659,otomoto,{}
d357f2af0bb17ed694a38fcf573ff2c7,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""Poduszka powietrzna kierowcy""]}"
e755d1de9f6b36b508eb4614f56dd493,otomoto,{}
82d05c4723464f6b568d76a10961239b,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podłokietniki - przód"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Czujnik deszczu"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Czujnik zmierzchu"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi aluminiowe 16""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Kurtyny powietrzne - przód"",""Boczne poduszki powietrzne - przód""]}"
0f77f6700c541b8d4964a76ceb91385e,otomoto,"{""Audio i multimedia"":[""Radio"",""System nawigacji satelitarnej"",""System nagłośnienia""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Bezpieczeństwo"":[""ABS"",""ESP""]}"
b83e0f46358272a37ea1bcefdd2ee209,otomoto,"{""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna""]}"
fdc2bb4acb2db59b4d0c8fe20c4eda11,otomoto,{}
c1c29952490c187a809ea785166c7a32,otomoto,"{""Audio i multimedia"":[""Radio"",""Zestaw głośnomówiący"",""System nawigacji satelitarnej""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Klimatyzacja dla pasażerów z tyłu"",""Podgrzewany fotel kierowcy"",""Podgrzewany fotel pasażera"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Kierownica wielofunkcyjna"",""Ogrzewanie postojowe"",""Czujnik deszczu"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kontrola odległości z tyłu (przy parkowaniu)"",""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Kontrola trakcji"",""Czujnik zmierzchu"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi aluminiowe 16"",""Opony wielosezonowe""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Kurtyny powietrzne - przód"",""Boczna poduszka powietrzna kierowcy"",""Boczne poduszki powietrzne - przód"",""Kurtyny powietrzne - tył"",""Isofix (punkty mocowania fotelika dziecięcego)""]}"
36542ac01142ee4bf8a8750226869ac5,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Klimatyzacja dla pasażerów z tyłu"",""Wycieraczki""]}"
f85b137524571917af14531ffbe014df,otomoto,{}
149d12e7683831475957a3c0cda21294,otomoto,"{""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Podłokietniki - przód"",""Podłokietniki - tył"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Czujnik deszczu"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Kontrola odległości z tyłu (przy parkowaniu)"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Felgi aluminiowe 16""],""Bezpieczeństwo"":[""ABS"",""ESP""]}"
163da1b78079d31bdd945150f075c341,otomoto,{}
bacab68aa14e03dc65997d8e48b169a8,otomoto,{}
57db48946688cad83bf08582b3464a60,otomoto,"{""Audio i multimedia"":[""Interfejs Bluetooth"",""Radio"",""Zestaw głośnomówiący"",""System nawigacji satelitarnej""],""Komfort i dodatki"":[""Klimatyzacja automatyczna, dwustrefowa"",""Tapicerka skórzana"",""Elektryczne szyby przednie""],""Systemy wspomagania kierowcy"":[""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne""]}"
63833645fc72bb4d472a8a4b55b0b784,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
b91ae5f3076294f83420fa2f7915c6c0,otomoto,"{""Audio i multimedia"":[""Radio"",""Gniazdo USB""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Podgrzewane lusterka boczne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
fa1a21b8fee4e7a4fe97fb649ba42d52,otomoto,"{""Audio i multimedia"":[""Radio"",""Gniazdo USB""],""Komfort i dodatki"":[""Hak"",""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Podłokietniki - przód"",""Kierownica skórzana"",""Kierownica ze sterowaniem radia"",""Elektryczne szyby przednie"",""Przyciemniane tylne szyby""],""Systemy wspomagania kierowcy"":[""Tempomat"",""Lusterka boczne ustawiane elektrycznie"",""Podgrzewane lusterka boczne"",""Kontrola trakcji"",""Lampy przeciwmgielne"",""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""ESP"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera"",""Isofix (punkty mocowania fotelika dziecięcego)""]}"
e66508b280fdaf54fa9e209040fd7ec9,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Tapicerka materiałowa"",""Kierownica ze sterowaniem radia""],""Systemy wspomagania kierowcy"":[""Wspomaganie kierownicy""],""Bezpieczeństwo"":[""ABS"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy""]}"
99cff973ffc65f9a92d7801957596114,otomoto,"{""Audio i multimedia"":[""Radio""],""Komfort i dodatki"":[""Klimatyzacja manualna"",""Tapicerka materiałowa"",""Kierownica skórzana"",""Dźwignia zmiany biegów wykończona skórą"",""Elektryczne szyby przednie"",""Wycieraczki""],""Systemy wspomagania kierowcy"":[""Kontrola trakcji"",""Wspomaganie kierownicy""],""Osiągi i tuning"":[""Opony wielosezonowe""],""Bezpieczeństwo"":[""ABS"",""ESP"",""System wspomagania hamowania"",""Poduszka powietrzna kierowcy"",""Poduszka powietrzna pasażera""]}"
